Date,Open,High,Low,Close,Adj Close,Volume
1987-07-06,41.375000,41.406250,41.031250,41.281250,18.115852,5800000
1987-07-07,41.156250,41.500000,40.968750,40.968750,17.978714,5240000
1987-07-08,41.281250,41.718750,41.125000,41.687500,18.294132,6320000
1987-07-09,41.468750,41.812500,41.437500,41.562500,18.239264,5320000
1987-07-10,41.656250,41.812500,41.375000,41.750000,18.321550,4400000
1987-07-13,41.812500,42.468750,41.781250,42.468750,18.636969,9440000
1987-07-14,42.468750,42.468750,41.625000,41.875000,18.376417,9520000
1987-07-15,41.781250,42.375000,41.656250,42.000000,18.431263,9040000
1987-07-16,42.156250,42.187500,41.843750,42.031250,18.444981,4480000
1987-07-17,42.125000,42.125000,41.687500,41.750000,18.321550,6640000
1987-07-20,41.375000,41.468750,41.000000,41.156250,18.060995,4760000
1987-07-21,40.937500,41.156250,40.500000,40.687500,17.855293,6360000
1987-07-22,40.687500,40.718750,40.312500,40.343750,17.704430,5760000
1987-07-23,40.562500,40.562500,39.781250,40.031250,17.567299,6640000
1987-07-24,40.031250,40.375000,40.031250,40.312500,17.690723,3544800
1987-07-27,40.343750,40.656250,40.218750,40.531250,17.786728,3615600
1987-07-28,40.687500,40.718750,40.031250,40.312500,17.690723,4880000
1987-07-29,40.218750,40.437500,39.906250,40.375000,17.718147,5360000
1987-07-30,40.281250,40.625000,40.156250,40.593750,17.814148,6920000
1987-07-31,40.500000,40.750000,40.187500,40.250000,17.663296,4840000
1987-08-03,39.875000,40.218750,39.687500,39.812500,17.471304,8200000
1987-08-04,39.843750,40.000000,39.625000,39.843750,17.485012,6672000
1987-08-05,39.968750,40.250000,39.937500,40.062500,17.581013,9740000
1987-08-06,40.062500,40.812500,39.781250,40.750000,18.006323,9120000
1987-08-07,40.781250,41.406250,40.750000,41.093750,18.158207,9520000
1987-08-10,41.156250,41.687500,41.125000,41.687500,18.420574,6520000
1987-08-11,41.812500,42.406250,41.781250,42.250000,18.669134,12800000
1987-08-12,42.250000,43.031250,42.156250,42.593750,18.821012,13120000
1987-08-13,42.656250,43.500000,42.593750,43.343750,19.152422,10320000
1987-08-14,43.000000,43.750000,43.000000,43.312500,19.138609,8440000
1987-08-17,43.375000,43.687500,43.312500,43.625000,19.276695,6040000
1987-08-18,43.375000,43.468750,42.750000,43.218750,19.097185,9720000
1987-08-19,43.125000,43.312500,42.656250,43.156250,19.069569,7640000
1987-08-20,43.312500,43.812500,43.281250,43.687500,19.304308,7520000
1987-08-21,43.750000,43.968750,43.625000,43.687500,19.304308,9040000
1987-08-24,43.656250,43.781250,43.281250,43.656250,19.290520,6552000
1987-08-25,43.687500,43.718750,42.750000,43.000000,19.000530,8140000
1987-08-26,42.000000,42.375000,41.687500,41.968750,18.544853,16032000
1987-08-27,41.750000,42.093750,41.468750,41.562500,18.365326,9316000
1987-08-28,41.531250,42.000000,41.312500,41.625000,18.392950,7488000
1987-08-31,41.656250,42.375000,41.625000,42.093750,18.600092,7144000
1987-09-01,42.156250,42.343750,40.562500,40.718750,17.992514,8880000
1987-09-02,40.687500,41.031250,40.312500,40.625000,17.951080,11852000
1987-09-03,40.812500,40.875000,40.062500,40.406250,17.854425,8904000
1987-09-04,40.562500,40.687500,40.156250,40.187500,17.757776,5900000
1987-09-08,40.031250,40.125000,38.968750,39.437500,17.426361,11840000
1987-09-09,39.187500,39.531250,38.750000,39.312500,17.371124,14440000
1987-09-10,39.562500,39.593750,39.281250,39.437500,17.426361,7600000
1987-09-11,39.500000,40.343750,39.468750,40.281250,17.799185,9280000
1987-09-14,40.562500,40.687500,40.312500,40.500000,17.895844,5240000
1987-09-15,40.562500,40.562500,39.250000,39.375000,17.398739,9480000
1987-09-16,39.156250,39.968750,39.000000,39.156250,17.302088,9520000
1987-09-17,39.437500,39.656250,39.031250,39.468750,17.440165,8120000
1987-09-18,39.562500,39.625000,38.781250,38.843750,17.163998,9040000
1987-09-21,39.000000,39.125000,37.437500,37.625000,16.625462,10960000
1987-09-22,37.656250,38.937500,37.312500,38.937500,17.205421,11640000
1987-09-23,38.781250,39.000000,38.218750,38.562500,17.039719,9840000
1987-09-24,38.406250,39.531250,38.406250,38.968750,17.219233,8240000
1987-09-25,39.000000,39.156250,38.750000,39.000000,17.233038,4240000
1987-09-28,39.250000,39.562500,37.875000,38.187500,16.874010,9040000
1987-09-29,38.125000,38.437500,37.375000,37.625000,16.625462,10520000
1987-09-30,37.312500,37.968750,37.125000,37.687500,16.653082,12280000
1987-10-01,37.812500,38.687500,37.750000,38.656250,17.081146,7633600
1987-10-02,38.750000,39.218750,38.687500,38.812500,17.150187,7474000
1987-10-05,38.875000,39.312500,38.625000,39.125000,17.288267,6177200
1987-10-06,38.937500,39.093750,37.750000,37.750000,16.680698,8176800
1987-10-07,37.750000,38.250000,37.500000,38.187500,16.874010,8158000
1987-10-08,38.156250,38.218750,37.500000,37.875000,16.735929,7352800
1987-10-09,37.750000,37.906250,36.750000,36.843750,16.280254,9444000
1987-10-12,36.750000,37.812500,36.375000,37.375000,16.514992,7489200
1987-10-13,37.812500,37.875000,36.250000,37.187500,16.432148,12819200
1987-10-14,36.687500,36.843750,36.031250,36.312500,16.045504,11688400
1987-10-15,35.843750,36.437500,35.000000,35.031250,15.479358,15695600
1987-10-16,35.250000,35.312500,33.000000,33.750000,14.913205,18660000
1987-10-19,33.750000,34.500000,25.000000,25.812500,11.405848,25497600
1987-10-20,28.750000,30.500000,27.000000,28.750000,12.703841,28200000
1987-10-21,30.750000,31.375000,30.000000,30.687500,13.559971,21546400
1987-10-22,29.125000,30.625000,27.875000,30.000000,13.256187,15951200
1987-10-23,29.625000,30.687500,29.500000,30.187500,13.339037,8382400
1987-10-26,29.250000,29.250000,28.000000,28.000000,12.372433,9984000
1987-10-27,29.500000,29.656250,28.750000,29.500000,13.035245,9948000
1987-10-28,29.500000,30.000000,28.500000,29.500000,13.035245,10938000
1987-10-29,29.687500,30.750000,29.562500,30.062500,13.283805,8864000
1987-10-30,30.968750,31.250000,30.437500,30.625000,13.532360,9060800
1987-11-02,30.250000,31.218750,30.250000,31.125000,13.753291,6396000
1987-11-03,30.687500,30.750000,29.500000,30.468750,13.463304,7730400
1987-11-04,30.187500,30.625000,29.875000,30.156250,13.325235,7196400
1987-11-05,29.875000,31.156250,29.781250,30.937500,13.796251,8557600
1987-11-06,30.937500,31.125000,29.750000,29.875000,13.322434,6662800
1987-11-09,29.750000,29.937500,29.500000,29.531250,13.169145,8006400
1987-11-10,29.000000,29.875000,28.781250,29.437500,13.127337,7840000
1987-11-11,29.750000,30.031250,29.562500,29.812500,13.294569,5131200
1987-11-12,30.500000,30.875000,30.281250,30.562500,13.629021,8118400
1987-11-13,30.531250,30.656250,30.312500,30.406250,13.559341,5799200
1987-11-16,30.750000,30.812500,29.437500,30.000000,13.378181,6982400
1987-11-17,29.750000,29.812500,29.062500,29.437500,13.127337,8258800
1987-11-18,29.500000,29.875000,29.062500,29.593750,13.197023,6212000
1987-11-19,29.500000,29.718750,28.906250,28.906250,12.890439,6654400
1987-11-20,28.750000,29.468750,28.687500,29.437500,13.127337,9713600
1987-11-23,29.281250,29.437500,29.062500,29.375000,13.099477,3806400
1987-11-24,29.500000,29.875000,29.468750,29.625000,13.210956,6392000
1987-11-25,29.593750,29.718750,29.343750,29.406250,13.113404,4684400
1987-11-27,29.125000,29.250000,28.593750,28.718750,12.806823,3690000
1987-11-30,28.062500,28.093750,27.500000,27.687500,12.346947,11209200
1987-12-01,28.125000,28.218750,27.750000,27.812500,12.402690,6446800
1987-12-02,27.750000,28.031250,27.562500,27.625000,12.319082,5389600
1987-12-03,27.625000,27.718750,26.625000,26.625000,11.873131,9447200
1987-12-04,26.437500,26.937500,26.250000,26.937500,12.012492,8549200
1987-12-07,27.062500,27.375000,26.937500,27.375000,12.207592,5898800
1987-12-08,27.375000,27.875000,27.093750,27.875000,12.430562,6196800
1987-12-09,27.750000,28.687500,27.750000,28.500000,12.709270,8101600
1987-12-10,27.937500,28.625000,27.625000,27.750000,12.374817,9562800
1987-12-11,27.750000,27.906250,27.312500,27.531250,12.277272,5655200
1987-12-14,27.593750,28.937500,27.562500,28.781250,12.834694,6790000
1987-12-15,28.843750,29.250000,28.562500,29.000000,12.932240,9329600
1987-12-16,29.000000,29.812500,28.937500,29.718750,13.252761,8934400
1987-12-17,29.750000,29.875000,28.750000,28.875000,12.876500,7298800
1987-12-18,28.875000,29.562500,28.812500,29.312500,13.071599,11195600
1987-12-21,29.281250,29.875000,29.218750,29.562500,13.183090,6200800
1987-12-22,29.250000,29.593750,29.125000,29.562500,13.183090,4868000
1987-12-23,29.718750,30.093750,29.687500,29.875000,13.322434,6585600
1987-12-24,29.906250,29.968750,29.750000,29.968750,13.364246,2521200
1987-12-28,29.250000,29.406250,28.781250,28.937500,12.904366,4347200
1987-12-29,29.062500,29.156250,28.875000,29.000000,12.932240,2718400
1987-12-30,29.093750,29.437500,29.093750,29.250000,13.043728,4195200
1987-12-31,28.875000,29.093750,28.750000,28.875000,12.876500,4660000
1988-01-04,29.250000,30.312500,29.187500,30.187500,13.461791,7340400
1988-01-05,30.625000,30.875000,30.406250,30.468750,13.587211,8688800
1988-01-06,30.500000,30.812500,30.312500,30.718750,13.698700,6308400
1988-01-07,30.437500,31.000000,30.281250,30.843750,13.754441,5721200
1988-01-08,30.750000,30.937500,28.718750,28.718750,12.806823,8448000
1988-01-11,29.062500,29.500000,28.625000,29.437500,13.127337,7140000
1988-01-12,29.375000,29.437500,28.312500,28.812500,12.848631,9424000
1988-01-13,28.625000,29.562500,28.343750,29.031250,12.946175,8698400
1988-01-14,28.906250,29.343750,28.625000,28.968750,12.918306,5075200
1988-01-15,29.593750,30.062500,29.593750,29.750000,13.266702,11207200
1988-01-18,29.718750,29.937500,29.250000,29.437500,13.127337,5132400
1988-01-19,28.750000,28.875000,27.875000,27.937500,12.458428,14757200
1988-01-20,27.500000,27.843750,27.156250,27.593750,12.305134,16963200
1988-01-21,27.687500,28.000000,27.250000,27.750000,12.374817,10004800
1988-01-22,27.843750,27.937500,27.406250,27.625000,12.319082,5402800
1988-01-25,27.687500,28.312500,27.625000,28.312500,12.625656,6748800
1988-01-26,28.187500,28.375000,27.875000,27.968750,12.472366,4551600
1988-01-27,28.031250,28.687500,27.875000,28.187500,12.569913,8015200
1988-01-28,28.375000,28.625000,28.250000,28.437500,12.681393,4917600
1988-01-29,28.531250,28.593750,27.625000,28.093750,12.528111,6840000
1988-02-01,28.187500,28.375000,27.500000,27.500000,12.263335,7513600
1988-02-02,27.406250,27.656250,27.281250,27.468750,12.249395,9602800
1988-02-03,27.468750,27.937500,27.062500,27.250000,12.151853,10897600
1988-02-04,27.250000,27.312500,26.875000,27.156250,12.233497,7369600
1988-02-05,27.187500,27.375000,26.937500,27.000000,12.163110,4600000
1988-02-08,26.812500,27.093750,26.718750,26.937500,12.134956,7340800
1988-02-09,27.000000,27.312500,26.812500,27.281250,12.289812,5775600
1988-02-10,27.375000,27.937500,27.375000,27.906250,12.571367,8548000
1988-02-11,27.906250,28.093750,27.625000,27.812500,12.529132,5933600
1988-02-12,27.812500,28.218750,27.750000,28.000000,12.613592,5264000
1988-02-16,28.156250,28.437500,28.125000,28.437500,12.810676,5753600
1988-02-17,28.406250,28.562500,28.000000,28.187500,12.698060,7418800
1988-02-18,28.187500,28.437500,28.031250,28.125000,12.669906,5976400
1988-02-19,28.125000,28.343750,28.031250,28.343750,12.768452,5718000
1988-02-22,28.281250,28.906250,28.281250,28.812500,12.979618,7545600
1988-02-23,28.843750,28.968750,28.593750,28.843750,12.993690,7410000
1988-02-24,28.906250,29.187500,28.687500,29.031250,13.078156,6877600
1988-02-25,29.062500,29.468750,28.531250,28.625000,12.895145,9516000
1988-02-26,28.687500,28.937500,28.531250,28.937500,13.035919,5234400
1988-02-29,29.062500,29.437500,28.968750,29.375000,13.233021,5640000
1988-03-01,29.468750,29.593750,29.062500,29.250000,13.176703,7891200
1988-03-02,29.437500,29.593750,29.218750,29.312500,13.204859,5844800
1988-03-03,29.250000,29.312500,28.937500,29.125000,13.120391,4320000
1988-03-04,29.062500,29.375000,28.812500,29.218750,13.162625,5000000
1988-03-07,29.093750,29.375000,29.031250,29.312500,13.204859,3560800
1988-03-08,29.437500,29.656250,29.312500,29.406250,13.247087,5848800
1988-03-09,29.406250,29.437500,29.062500,29.156250,13.134468,4480000
1988-03-10,29.062500,29.125000,28.406250,28.437500,12.810676,5760800
1988-03-11,28.562500,28.875000,28.093750,28.875000,13.007771,7193200
1988-03-14,28.750000,28.937500,28.625000,28.875000,13.007771,3960800
1988-03-15,28.781250,28.843750,28.406250,28.500000,12.838834,5356800
1988-03-16,28.500000,28.843750,28.343750,28.812500,12.979618,4513600
1988-03-17,28.812500,28.875000,28.437500,28.718750,12.937383,7108000
1988-03-18,28.656250,28.656250,28.312500,28.562500,12.866996,8597200
1988-03-21,28.375000,28.500000,28.187500,28.437500,12.810676,4312800
1988-03-22,28.468750,28.562500,28.281250,28.281250,12.740296,3692400
1988-03-23,28.250000,28.343750,27.812500,27.906250,12.571367,5366000
1988-03-24,27.562500,27.625000,27.343750,27.500000,12.388354,7140000
1988-03-25,27.406250,27.593750,26.625000,26.750000,12.050490,7529200
1988-03-28,26.687500,27.093750,26.062500,27.031250,12.177188,8745200
1988-03-29,27.187500,27.187500,26.468750,26.468750,11.923788,7596400
1988-03-30,26.625000,26.656250,26.187500,26.281250,11.839331,8540000
1988-03-31,26.156250,27.125000,26.125000,26.906250,12.120876,7008000
1988-04-04,26.875000,27.250000,26.687500,26.875000,12.106805,5990400
1988-04-05,26.968750,27.062500,26.406250,26.875000,12.106805,6127200
1988-04-06,26.968750,27.437500,26.437500,27.406250,12.346122,7516400
1988-04-07,27.406250,27.562500,27.031250,27.312500,12.303886,6264400
1988-04-08,27.375000,28.156250,27.343750,27.906250,12.571367,6968000
1988-04-11,28.093750,28.406250,27.968750,28.343750,12.768452,5992000
1988-04-12,28.343750,28.531250,28.312500,28.406250,12.796603,5351200
1988-04-13,28.718750,29.125000,28.562500,29.031250,13.078156,10383600
1988-04-14,28.562500,28.937500,27.812500,27.843750,12.543203,11407200
1988-04-15,27.937500,28.593750,27.750000,28.531250,12.852920,11184800
1988-04-18,28.406250,28.625000,28.312500,28.500000,12.838834,5560000
1988-04-19,28.625000,29.000000,28.250000,28.281250,12.740296,6997200
1988-04-20,28.281250,28.468750,28.000000,28.218750,12.712146,6674000
1988-04-21,28.312500,28.531250,27.875000,28.093750,12.655828,7722400
1988-04-22,28.187500,28.562500,28.093750,28.437500,12.810676,4400000
1988-04-25,28.562500,28.656250,28.375000,28.468750,12.824762,4823200
1988-04-26,28.500000,28.687500,28.343750,28.562500,12.866996,5254800
1988-04-27,28.593750,28.625000,28.281250,28.500000,12.838834,3780400
1988-04-28,28.375000,28.375000,28.156250,28.281250,12.740296,3207600
1988-04-29,28.250000,28.437500,28.156250,28.343750,12.768452,3066400
1988-05-02,28.406250,28.593750,28.281250,28.531250,12.852920,4179600
1988-05-03,28.593750,28.781250,28.312500,28.656250,12.909233,3411200
1988-05-04,28.687500,28.687500,28.312500,28.312500,12.754371,4738400
1988-05-05,27.875000,27.906250,27.718750,27.812500,12.652017,4675600
1988-05-06,27.812500,27.968750,27.531250,27.625000,12.566730,3067600
1988-05-09,27.625000,27.718750,27.468750,27.625000,12.566730,3192000
1988-05-10,27.750000,27.875000,27.500000,27.718750,12.609378,3698800
1988-05-11,27.468750,27.468750,27.093750,27.187500,12.367700,6393200
1988-05-12,27.218750,27.343750,27.156250,27.187500,12.367700,3239200
1988-05-13,27.312500,27.593750,27.281250,27.593750,12.552510,3054000
1988-05-16,27.625000,27.937500,27.468750,27.906250,12.694667,2901200
1988-05-17,28.062500,28.187500,27.500000,27.531250,12.524076,5092800
1988-05-18,27.562500,27.656250,27.125000,27.218750,12.381919,4882000
1988-05-19,27.218750,27.656250,27.156250,27.625000,12.566730,6066800
1988-05-20,27.656250,27.687500,27.343750,27.375000,12.453001,4041600
1988-05-23,27.437500,27.468750,27.031250,27.187500,12.367700,3647600
1988-05-24,27.250000,27.375000,27.156250,27.312500,12.424573,3603600
1988-05-25,27.375000,27.437500,27.125000,27.125000,12.339273,4079200
1988-05-26,27.187500,27.312500,27.031250,27.062500,12.310844,3227200
1988-05-27,27.031250,27.093750,26.875000,27.000000,12.282408,2108000
1988-05-31,27.062500,28.250000,27.031250,28.125000,12.794177,4849600
1988-06-01,28.250000,28.625000,28.093750,28.281250,12.865257,8707200
1988-06-02,28.281250,28.406250,27.937500,28.156250,12.808393,4360000
1988-06-03,28.218750,28.468750,28.000000,28.312500,12.879474,3345600
1988-06-06,28.406250,28.593750,28.250000,28.593750,13.007415,4240000
1988-06-07,28.562500,28.812500,28.406250,28.437500,12.936328,6927600
1988-06-08,28.531250,29.218750,28.500000,29.156250,13.263297,8447600
1988-06-09,29.093750,29.281250,28.812500,28.843750,13.121143,6520000
1988-06-10,28.968750,29.343750,28.875000,29.000000,13.192223,5142400
1988-06-13,29.093750,29.343750,28.937500,29.250000,13.305937,4115600
1988-06-14,29.750000,29.937500,29.562500,29.687500,13.504960,9561600
1988-06-15,29.625000,29.906250,29.625000,29.718750,13.519177,5475600
1988-06-16,29.437500,29.593750,29.281250,29.281250,13.320155,4766800
1988-06-17,29.312500,29.375000,28.937500,29.375000,13.362805,9338800
1988-06-20,29.218750,29.406250,29.156250,29.281250,13.320155,3746000
1988-06-21,29.468750,30.093750,29.375000,30.062500,13.675551,8454400
1988-06-22,30.750000,30.906250,30.656250,30.750000,13.988302,16360400
1988-06-23,30.750000,31.468750,30.687500,31.437500,14.301055,11714000
1988-06-24,31.562500,31.562500,31.187500,31.281250,14.229965,6746800
1988-06-27,31.312500,31.562500,31.187500,31.250000,14.215755,6786800
1988-06-28,31.281250,31.937500,31.250000,31.750000,14.443205,7354400
1988-06-29,31.937500,32.093750,31.593750,31.750000,14.443205,8623600
1988-06-30,31.875000,31.937500,31.687500,31.843750,14.485852,6336400
1988-07-01,31.937500,31.937500,31.437500,31.656250,14.400553,4240000
1988-07-05,31.593750,32.312500,31.500000,32.312500,14.699088,5349200
1988-07-06,32.281250,32.375000,31.500000,31.718750,14.428991,8117200
1988-07-07,31.656250,31.968750,31.593750,31.906250,14.514289,8262800
1988-07-08,31.812500,32.062500,31.562500,31.593750,14.372126,5797600
1988-07-11,31.687500,31.843750,31.593750,31.687500,14.414768,3033600
1988-07-12,31.781250,31.843750,31.093750,31.312500,14.244179,6585600
1988-07-13,31.343750,31.406250,30.875000,31.312500,14.244179,6727600
